"201505","MANHATTAN","570","0"
"201505","QUEENS","710","1"
"201505","STATEN ISLAND","102","0"
"201506",,"927","0"
"201506","BRONX","394","0"
"201506","BROOKLYN","1087","0"
"201506","MANHATTAN","712","0"
"201506","QUEENS","822","2"
"201506","STATEN ISLAND","127","0"
"201507",,"899","0"
"201507","BRONX","390","0"
"201507","BROOKLYN","951","2"
"201507","MANHATTAN","761","1"
"201507","QUEENS","768","0"
"201507","STATEN ISLAND","131","0"
"201508",,"911","2"
"201508","BRONX","380","0"
"201508","BROOKLYN","892","2"
"201508","MANHATTAN","737","1"
"201508","QUEENS","785","2"
"201508","STATEN ISLAND","115","0"
"201509",,"2132","3"
"201509","BRONX","313","0"
"201509","BROOKLYN","648","2"
"201509","MANHATTAN","493","0"
"201509","QUEENS","583","0"
"201509","STATEN ISLAND","86","0"
"201510",,"999","0"
"201510","BRONX","512","0"
"201510","BROOKLYN","1159","0"
"201510","MANHATTAN","870","1"
"201510","QUEENS","978","0"
"201510","STATEN ISLAND","143","1"
"201511",,"944","0"
"201511","BRONX","417","0"
"201511","BROOKLYN","955","1"
"201511","MANHATTAN","782","0"
"201511","QUEENS","774","0"
"201511","STATEN ISLAND","95","0"
"201512",,"944","2"
"201512","BRONX","338","1"
"201512","BROOKLYN","882","1"
"201512","MANHATTAN","692","0"
"201512","QUEENS","742","1"
"201512","STATEN ISLAND","94","0"
"201513",,"885","1"
"201513","BRONX","375","0"
"201513","BROOKLYN","909","1"
"201513","MANHATTAN","713","0"
"201513","QUEENS","751","0"
"201513","STATEN ISLAND","110","0"
"201514",,"1041","4"
"201514","BRONX","353","2"
"201514","BROOKLYN","850","0"
"201514","MANHATTAN","821","1"
"201514","QUEENS","728","0"
"201514","STATEN ISLAND","110","0"
"201515",,"803","1"
"201515","BRONX","356","0"
"201515","BROOKLYN","783","1"
"201515","MANHATTAN","753","0"
"201515","QUEENS","591","0"
"201515","STATEN ISLAND","88","0"
"201516",,"971","0"
"201516","BRONX","401","1"
"201516","BROOKLYN","949","1"
"201516","MANHATTAN","807","0"
"201516","QUEENS","765","1"
"201516","STATEN ISLAND","107","0"
"201517",,"1052","0"
"201517","BRONX","378","0"
"201517","BROOKLYN","1007","2"
"201517","MANHATTAN","870","0"
"201517","QUEENS","762","2"
"201517","STATEN ISLAND","128","1"
"201518",,"1067","2"
"201518","BRONX","413","0"
"201518","BROOKLYN","957","1"
"201518","MANHATTAN","872","0"
"201518","QUEENS","805","1"
"201518","STATEN ISLAND","113","0"
"201519",,"1065","0"
"201519","BRONX","421","0"
"201519","BROOKLYN","1032","2"
"201519","MANHATTAN","807","2"
"201519","QUEENS","860","1"
"201519","STATEN ISLAND","162","1"
